age,gender,sleep_hours,screen_time_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
51,Female,6.4,7.6,7.0,2,32,4,3,166,2135,3.2,study,1.187,3.5,50.4,medium,646.882
20,Male,8.4,4.4,9.6,6,62,9,7,179,8657,0.7,mixed,0.524,1.6,34.6,low,541.4343
53,Other,5.7,9.2,3.3,7,73,9,9,52,11394,0.7,gaming,1.614,0.471,67.6,medium,635.9355
32,Male,7.9,1.7,10.4,7,47,5,9,184,7607,2.6,social,0.215,1.486,31.4,low,938.8449
50,Male,5.6,8.4,3.7,7,13,10,9,182,10495,4.4,study,1.5,0.529,65.9,medium,139.798
37,Male,5.3,2.2,6.6,1,55,5,9,268,10868,4.3,study,0.415,6.6,64.4,medium,335.4307
38,Female,12.5,6.5,1.2,4,83,5,5,162,8621,2.2,social,1.275,0.3,49.3,medium,42.695
30,Female,5.7,1.4,7.0,6,13,5,2,351,8452,3.7,study,0.246,1.167,53.8,medium,199.6348
38,Male,7.9,1.4,8.2,4,19,10,9,284,6707,2.2,mixed,0.177,2.05,45.0,medium,749.8447
50,Male,6.0,7.0,9.6,5,20,4,1,325,8635,0.2,social,1.167,1.92,52.2,medium,837.668
49,Male,6.5,7.0,,3,38,4,6,69,4472,2.3,social,1.077,3.933,37.8,low,684.8059
51,Female,5.6,4.9,40.0,2,52,10,4,388,10800,0.1,social,0.875,3.85,51.0,medium,642.5114
35,Female,6.3,8.9,2.4,4,82,10,3,136,4893,4.1,study,1.413,0.6,57.5,medium,325.47
45,Male,6.9,4.8,7.0,1,73,5,2,62,10422,0.7,social,0.696,7.0,37.8,low,225.9871
27,Female,4.9,5.9,1.6,5,8,4,1,220,7122,1.2,social,1.204,0.32,65.2,medium,767.0248
36,Female,8.3,5.8,10.7,2,56,6,2,225,3134,2.4,social,0.699,5.35,36.4,low,189.357
53,Male,5.5,6.2,5.1,1,45,9,1,183,4161,3.1,study,1.127,5.1,56.8,medium,861.0968
37,Female,9.0,7.3,5.4,1,49,9,5,114,8932,0.8,gaming,0.811,5.4,48.5,medium,799.2995
53,Female,6.5,5.5,0.7,5,68,8,4,129,3111,2.4,social,0.846,0.14,41.5,medium,673.495
37,Male,8.3,7.9,5.7,7,77,5,1,126,5698,0.7,social,0.952,0.814,46.2,medium,887.078
18,Female,4.8,1.4,2.8,2,50,5,5,185,7973,4.2,study,0.292,1.4,74.1,high,716.2633
20,Male,8.6,6.9,8.9,4,47,5,1,168,2249,3.8,study,0.802,2.225,44.3,medium,609.5866
43,Male,5.7,1.4,1.5,7,16,5,5,242,11230,3.4,study,0.246,0.214,55.4,medium,617.5266
40,Female,7.3,1.6,6.3,7,13,5,9,372,3837,4.5,study,0.219,0.9,42.0,medium,240.1403
40,Female,8.3,2.8,10.3,7,15,8,8,119,3951,2.2,mixed,0.337,1.471,38.2,low,449.2884
26,Male,7.1,5.1,1.4,1,87,4,6,163,7317,2.4,social,0.718,1.4,36.0,low,691.6632
34,Male,8.2,2.5,5.2,6,88,8,1,297,10656,3.6,study,0.305,0.867,38.2,low,788.8987
48,Female,4.9,6.1,9.5,7,24,8,3,269,8211,4.7,study,1.245,1.357,64.3,medium,195.2115
19,Male,5.2,2.4,7.0,3,70,7,5,322,11325,2.5,mixed,0.462,2.333,44.4,medium,239.1089
48,Male,8.7,3.5,1.2,6,56,5,7,3,8727,2.7,mixed,0.402,0.2,40.6,medium,119.2126
54,Male,6.7,1.8,2.3,6,32,7,8,233,9452,2.0,mixed,0.269,0.383,43.9,medium,210.6807
43,Female,,7.0,5.0,1,60,4,3,256,7217,1.3,social,0.824,5.0,45.0,medium,887.8836
48,Male,5.4,3.3,5.7,5,67,9,2,260,10448,2.1,mixed,0.611,1.14,51.1,medium,457.1118
22,Male,8.0,8.3,6.3,3,21,6,3,53,9565,2.9,gaming,1.038,2.1,55.0,medium,521.6926
41,Female,7.4,16.0,6.7,1,44,6,1,156,11886,2.9,mixed,0.473,6.7,44.3,medium,120.2302
54,Female,7.8,2.2,6.3,3,60,5,4,355,2583,0.7,gaming,0.282,2.1,38.9,low,566.444
22,Other,6.0,8.0,5.6,7,1,5,7,80,3526,4.5,study,1.333,0.8,55.4,medium,225.0805
43,Male,5.3,5.5,2.2,5,77,8,1,387,7483,2.3,social,1.038,0.44,53.7,medium,5.2413
52,Female,7.2,9.4,11.8,1,86,10,7,95,11982,3.1,study,1.306,11.8,42.6,medium,360.0155
37,Female,8.4,3.9,8.4,2,30,9,7,328,3663,0.8,mixed,0.464,4.2,16.4,low,674.108
22,Female,5.7,6.0,11.0,1,63,5,3,341,10159,0.5,social,1.053,11.0,39.4,low,456.5047
45,Female,5.5,9.4,10.2,4,12,6,2,246,4774,1.4,gaming,1.709,2.55,63.3,medium,272.0904
41,Male,6.5,8.4,10.5,7,47,5,4,374,11157,0.8,gaming,1.292,1.5,44.6,medium,166.7336
23,Female,6.7,3.7,6.9,6,85,8,5,115,5562,0.6,mixed,0.552,1.15,32.7,low,882.0703
43,Male,7.6,6.5,7.9,4,30,7,8,175,10676,4.4,study,0.855,1.975,40.2,medium,88.1809
25,Male,6.3,9.3,6.5,5,52,6,8,8,2937,0.7,gaming,1.476,1.3,49.1,medium,232.293
52,Other,6.5,7.7,5.2,6,8,6,2,187,2570,1.7,gaming,1.185,0.867,67.6,medium,351.5738
27,Male,6.1,6.0,5.7,7,34,8,8,294,7917,0.4,social,0.984,0.814,43.1,medium,265.4818
53,Female,6.7,9.3,8.6,5,69,5,2,8,11227,3.6,study,1.388,1.72,48.1,medium,608.8517
20,Female,4.8,2.6,11.8,3,45,8,9,113,3690,2.9,mixed,0.542,3.933,41.9,medium,535.9168
39,Other,9.0,3.1,1.8,1,62,5,1,73,9204,4.6,study,0.344,1.8,36.4,low,990.1921
38,Male,8.2,8.0,3.5,6,40,5,8,293,3505,4.7,study,0.976,0.583,48.9,medium,242.1568
42,Male,6.4,3.5,6.0,4,43,7,8,328,9535,3.3,study,0.547,1.5,39.1,low,986.0524
50,Other,6.5,6.8,11.9,5,4,10,6,278,4621,4.1,study,1.046,2.38,47.1,medium,366.163
38,Male,12.5,8.6,2.7,6,65,7,8,23,2160,3.4,study,1.132,0.45,47.1,medium,162.2593
53,Female,4.9,2.0,7.9,3,87,6,2,192,2669,2.1,mixed,0.408,2.633,45.4,medium,339.8832
32,Male,5.6,4.3,0.7,7,68,9,6,167,10294,1.8,mixed,0.768,0.1,48.8,medium,15.5301
33,Male,7.8,9.4,3.4,7,68,4,5,167,2328,0.8,gaming,1.205,0.486,51.9,medium,705.363
50,Female,7.3,3.2,7.4,7,67,4,6,101,10023,0.2,mixed,0.438,1.057,34.4,low,538.7496
32,Male,,10.0,,3,78,5,2,258,6030,1.8,gaming,1.562,0.267,74.9,high,647.8126
28,Male,5.4,7.4,4.4,4,87,4,9,318,2611,3.4,study,1.37,1.1,44.0,medium,174.4576
53,Male,7.8,6.0,9.5,7,57,6,4,311,8329,3.7,study,0.769,1.357,35.6,low,64.5708
33,Female,5.1,8.1,3.3,6,85,5,7,241,4157,3.5,study,1.588,0.55,52.2,medium,138.6656
20,Male,8.8,6.0,11.7,7,50,10,6,178,1637,1.5,study,0.682,1.671,38.3,low,603.7691
49,Male,8.9,4.7,10.9,3,1,9,2,263,5874,3.8,study,0.528,3.633,46.5,medium,634.0594
38,Male,6.9,4.7,1.5,6,29,5,3,393,9834,2.3,social,0.681,0.25,49.5,medium,36.5489
53,Male,5.2,7.1,11.2,1,76,6,3,363,3535,2.7,gaming,1.365,11.2,44.1,medium,583.5357
22,Female,5.0,1.8,8.1,6,22,9,8,236,10910,3.7,study,0.36,1.35,72.9,high,849.6588
52,Male,8.0,6.9,5.1,7,70,8,1,291,11918,1.9,social,0.862,0.729,44.7,medium,928.3168
22,Male,6.5,,8.0,2,0,8,4,391,4410,0.9,gaming,1.138,4.0,49.9,medium,523.692
21,Female,8.8,2.7,,4,77,4,5,343,9705,1.4,mixed,0.307,2.5,30.4,low,262.7841
29,Female,5.6,,3.9,7,29,7,6,358,1701,2.4,mixed,0.321,0.557,51.7,medium,844.7953
54,Male,5.0,1.6,1.0,6,51,4,5,159,3553,2.6,mixed,0.32,0.167,54.0,medium,147.4688
48,Other,5.3,8.6,7.8,7,36,10,6,18,3253,1.3,gaming,1.623,1.114,63.0,medium,735.6611
35,Female,8.1,4.7,1.7,5,17,7,7,125,6548,2.1,social,0.58,0.34,47.6,medium,433.2721
46,Male,8.8,6.9,4.8,4,63,6,8,392,9239,1.7,social,0.784,1.2,39.4,low,112.7355
41,Female,5.4,1.7,3.4,5,61,5,8,37,6599,1.1,mixed,0.315,0.68,45.9,medium,374.9306
38,Male,6.0,9.0,2.3,6,5,8,2,49,10178,1.1,gaming,1.5,0.383,67.0,medium,670.5038
38,Female,5.1,4.3,8.6,1,64,9,6,283,10310,4.8,study,0.843,8.6,46.3,medium,129.1207
39,Female,5.9,6.4,5.7,4,74,6,3,61,9997,3.7,study,1.085,1.425,43.7,medium,755.645
30,Female,5.4,8.7,10.3,1,64,4,5,364,6853,1.0,gaming,1.611,10.3,49.6,medium,752.8309
53,Female,7.7,8.8,10.4,2,8,5,1,364,9696,3.5,study,1.143,5.2,76.0,high,198.2042
41,Female,6.9,5.9,2.8,5,13,10,9,51,6190,2.6,social,0.855,0.56,52.0,medium,562.7051
33,Female,6.0,3.3,3.4,6,74,6,8,23,9296,2.9,mixed,0.55,0.567,39.4,low,79.2555
41,Male,5.1,6.6,6.8,7,80,7,1,100,2330,1.8,social,1.294,0.971,49.6,medium,983.1151
28,Male,6.3,8.8,9.4,1,50,5,1,64,5557,3.6,study,1.397,9.4,51.2,medium,904.4693
34,Female,8.9,3.0,11.1,4,80,5,7,348,3920,0.3,mixed,0.337,2.775,26.6,low,106.7124
32,Female,8.0,4.8,3.2,3,67,9,4,133,7087,3.8,study,0.6,1.067,44.4,medium,49.3321
30,Male,8.3,7.5,4.9,2,23,8,6,164,1755,2.1,gaming,0.904,2.45,50.5,medium,620.1392
28,Male,5.7,4.4,9.9,6,73,7,4,48,2981,2.4,gaming,0.772,1.65,37.9,low,841.5683
42,Male,5.5,2.4,6.1,4,31,7,7,238,3396,2.9,mixed,0.436,1.525,60.2,medium,653.834
35,Male,6.0,4.7,7.1,7,75,7,9,165,10130,2.2,social,0.783,1.014,26.3,low,137.3943
41,Female,8.2,2.0,0.6,3,9,9,9,42,11501,1.7,mixed,0.244,0.2,56.4,medium,313.9171
30,Male,5.4,6.8,11.7,3,87,10,7,216,7447,2.8,social,1.259,3.9,41.1,medium,736.7671
31,Female,7.2,1.5,,2,25,9,5,48,4412,4.1,gaming,0.208,1.55,51.1,medium,193.5478
54,Male,7.5,2.3,5.0,3,31,5,4,33,4851,4.7,study,0.307,1.667,45.7,medium,802.46
19,Female,4.6,1.1,10.2,1,80,4,6,115,2499,0.2,mixed,0.239,10.2,42.0,medium,390.0964
18,Male,7.2,2.5,11.3,6,20,5,1,160,4144,4.3,study,0.347,1.883,43.1,medium,862.3705
35,Female,7.1,7.9,10.8,4,62,10,8,219,5001,3.6,study,1.113,2.7,41.8,medium,956.1711
21,Female,7.1,2.8,9.6,7,62,6,8,346,10995,0.3,mixed,0.394,1.371,30.6,low,975.3707
46,Female,5.8,1.5,3.8,7,78,8,6,66,8450,3.1,study,0.259,0.543,41.6,medium,791.1457
43,Male,8.4,,1.6,1,35,10,1,79,9326,1.2,mixed,0.512,1.6,59.7,medium,102.2738
41,Female,6.3,7.8,3.7,6,76,9,9,314,11012,4.7,study,1.238,0.617,44.9,medium,84.4786
52,Female,7.6,3.4,3.4,6,81,6,7,181,8627,0.5,mixed,0.447,0.567,35.6,low,373.1332
25,Female,8.5,3.2,2.3,5,50,10,9,371,3045,3.8,study,0.376,0.46,45.7,medium,767.1442
47,Female,6.5,8.2,10.4,2,7,6,1,294,8436,0.7,gaming,1.262,5.2,69.0,medium,923.2635
42,Other,4.7,1.3,4.3,3,17,10,1,84,9249,1.9,mixed,0.277,1.433,89.5,high,235.0244
19,Female,7.1,2.1,11.5,1,57,5,4,391,10710,3.6,study,0.296,11.5,33.2,low,249.3718
31,Male,,8.9,6.7,6,50,6,9,315,3855,3.7,study,1.459,1.117,48.2,medium,939.7435
33,Male,6.2,7.7,2.5,7,58,4,9,56,1857,3.6,study,1.242,0.357,46.3,medium,526.9879
25,Female,7.6,9.3,7.6,5,60,4,1,235,9636,4.6,study,1.224,1.52,51.9,medium,143.9998
37,Other,5.5,1.4,10.8,7,37,7,1,141,1503,1.6,mixed,0.255,1.543,47.7,medium,328.3798
33,Male,7.9,7.5,2.2,2,14,4,8,324,6444,0.3,social,0.949,1.1,67.3,medium,340.3935
39,Male,5.4,7.9,7.2,5,15,7,7,357,5758,4.2,study,1.463,1.44,57.3,medium,310.8031
52,Female,9.0,9.2,9.7,7,30,9,4,249,4419,3.4,study,1.022,1.386,65.4,medium,561.314
24,Male,5.2,2.0,6.3,1,29,6,3,275,2417,4.7,study,0.385,6.3,54.6,medium,519.0644
51,Female,,3.3,6.3,2,58,5,9,226,2878,2.4,mixed,0.407,3.15,34.3,low,295.3691
33,Female,6.5,9.9,1.6,2,10,8,5,42,8075,0.7,gaming,1.523,0.8,63.7,medium,867.025
38,Female,5.0,8.4,10.8,2,38,6,5,13,8102,2.7,study,1.68,5.4,77.2,high,645.9003
31,Male,8.4,9.3,6.6,6,78,6,1,25,11961,1.7,gaming,1.107,1.1,49.9,medium,461.1956
23,Female,8.6,3.0,6.0,6,7,9,8,143,2894,3.4,study,0.349,1.0,46.4,medium,848.8307
35,Female,4.9,4.4,4.4,6,7,5,8,100,3819,4.4,study,0.898,0.733,73.5,high,129.943
20,Male,4.7,5.5,4.1,1,43,5,8,28,2917,1.3,social,1.17,4.1,53.2,medium,848.488
40,Female,6.3,2.9,10.2,1,57,10,3,185,11970,0.7,mixed,0.46,10.2,43.2,medium,987.0986
39,Other,6.2,5.4,4.7,1,72,9,8,73,3391,3.0,social,0.871,4.7,42.2,medium,259.8411
29,Female,5.4,,4.3,1,38,4,7,10,3696,2.5,social,1.259,4.3,69.9,medium,477.5005
42,Female,6.6,9.1,5.8,1,39,4,5,85,5864,2.9,gaming,1.379,5.8,53.2,medium,180.6096
49,Female,5.6,6.7,6.9,1,61,7,8,178,6123,1.5,social,1.196,6.9,42.8,medium,476.8567
18,Male,,3.0,5.0,6,66,6,8,317,11205,2.8,mixed,0.423,0.833,35.4,low,766.7384
29,Male,6.3,3.7,8.9,6,69,6,2,36,8134,4.4,study,0.587,1.483,37.6,low,897.5182
41,Male,5.0,5.6,4.0,6,41,8,5,22,3066,4.3,study,1.12,0.667,68.1,medium,598.0558
36,Female,7.5,7.1,10.4,5,3,7,7,17,9845,0.4,gaming,0.947,2.08,43.0,medium,604.3813
31,Male,14.0,3.9,0.9,3,75,9,4,28,3165,4.0,study,0.481,0.3,43.2,medium,617.2224
27,Male,8.2,8.9,4.8,6,54,5,2,103,9943,1.0,gaming,1.085,0.8,54.0,medium,270.8088
51,Female,5.9,1.3,8.4,2,17,7,1,110,2449,2.7,mixed,0.22,4.2,51.4,medium,818.1754
29,Male,8.3,3.1,7.1,3,50,7,4,398,4282,2.2,mixed,0.373,2.367,39.8,low,334.7577
35,Female,5.0,9.7,,4,25,9,1,322,11257,2.7,gaming,1.94,1.225,76.4,high,985.4504
32,Female,8.7,3.4,7.5,6,81,9,3,339,8059,3.4,study,0.391,1.25,37.7,low,511.8771
43,Female,4.8,,4.4,1,29,7,8,135,2138,0.9,mixed,0.833,4.4,74.1,high,853.4542
41,Male,8.2,3.4,11.8,4,54,10,3,261,8616,2.1,mixed,0.415,2.95,40.4,medium,665.8044
48,Female,7.9,5.6,5.1,5,86,4,6,232,6314,1.0,social,0.709,1.02,19.4,low,908.1726
43,Male,7.5,3.6,1.8,1,9,10,2,280,3476,2.7,mixed,0.48,1.8,87.8,high,903.8261
54,Female,8.4,3.0,5.7,1,86,5,8,57,10511,3.3,study,0.357,5.7,31.0,low,666.9395
24,Male,6.9,4.6,0.7,4,16,8,7,137,9004,2.6,social,0.667,0.175,47.8,medium,355.0834
19,Male,6.0,6.7,9.3,7,32,8,7,153,3339,2.0,social,1.117,1.329,43.3,medium,134.4661
45,Male,8.7,5.7,10.3,2,84,10,8,304,8708,4.8,study,0.655,5.15,31.8,low,464.4732
48,Female,6.0,5.5,2.9,6,89,4,7,303,2907,2.3,social,0.917,0.483,38.2,low,146.8357
22,Male,5.1,6.8,11.4,3,45,6,5,273,3402,4.2,study,1.333,3.8,47.1,medium,293.6045
31,Female,6.1,1.7,9.2,7,51,4,3,353,4610,4.3,social,0.279,1.314,40.9,medium,701.0668
46,Female,7.8,2.4,9.9,1,50,5,6,223,6878,0.8,mixed,0.308,9.9,46.0,medium,181.8165
30,Female,4.8,7.9,11.5,5,29,6,8,244,6637,0.2,gaming,1.646,2.3,52.8,medium,859.0612
48,Male,8.9,4.8,1.1,3,19,10,8,323,5030,0.9,social,0.539,0.367,52.3,medium,153.2369
34,Female,7.7,4.7,1.4,3,3,4,3,60,8020,1.4,social,0.61,0.467,52.0,medium,828.4564
47,Female,4.6,,1.6,2,61,6,5,82,2656,1.8,gaming,2.087,0.8,67.6,medium,497.0504
18,Female,6.3,9.9,3.3,2,78,4,2,353,2208,0.8,gaming,1.571,1.65,70.9,high,120.7132
22,Male,4.6,,7.2,6,29,9,8,71,11030,3.5,study,1.935,1.2,65.9,medium,915.932
49,Female,9.0,9.6,10.0,3,76,10,9,104,9408,0.5,gaming,1.067,3.333,45.2,medium,975.1406
49,Female,6.6,2.5,,1,76,7,7,213,3521,3.4,study,0.379,2.8,37.0,low,652.2511
21,Female,8.9,3.7,7.1,1,57,7,7,87,4173,3.7,social,0.416,7.1,35.5,low,306.0347
36,Female,6.7,4.3,11.9,2,6,8,6,247,5935,3.0,mixed,0.642,5.95,38.3,low,472.5703
52,Male,,16.0,10.5,7,30,7,8,130,9571,0.2,mixed,0.924,1.5,42.9,medium,160.007
18,Female,6.8,5.3,3.8,2,74,9,1,341,2815,1.6,social,0.779,1.9,45.4,medium,822.146
26,Female,5.3,1.3,6.9,5,88,4,9,96,11063,1.0,mixed,0.245,1.38,36.6,low,992.0266
37,Male,8.5,2.8,9.0,4,6,6,2,365,9853,4.6,study,0.329,2.25,45.8,medium,27.5552
50,Female,7.8,1.5,,3,35,5,6,157,4850,2.0,mixed,0.192,3.567,36.2,low,566.7329
32,Male,5.3,5.2,4.2,6,23,6,2,356,8418,1.1,social,0.981,0.7,58.5,medium,814.0271
32,Female,5.0,2.1,8.6,7,24,9,8,0,4046,4.0,study,0.42,1.229,52.2,medium,392.5588
27,Male,7.7,2.5,7.4,2,28,8,6,302,9795,4.8,study,0.325,3.7,41.4,medium,225.4027
45,Female,6.5,6.9,0.5,2,13,7,5,117,7463,4.0,study,1.062,0.25,74.3,high,470.7788
25,Female,6.8,8.2,8.3,4,70,6,4,131,4922,4.1,study,1.206,2.075,42.4,medium,549.617
32,Male,8.9,3.1,1.6,4,77,5,5,360,10815,3.5,study,0.348,0.4,38.8,low,859.8072
51,Female,5.1,4.7,4.9,5,65,5,1,115,3864,2.1,social,0.922,0.98,70.9,high,966.2706
47,Male,6.4,3.2,11.8,6,63,5,7,11,3046,4.3,study,0.5,1.967,29.5,low,350.6896
22,Male,7.5,2.6,3.3,4,75,5,5,179,10836,4.6,study,0.347,0.825,38.8,low,626.1836
32,Male,5.9,7.4,6.5,7,50,5,6,42,5037,2.9,gaming,1.254,0.929,47.6,medium,706.7274
52,Female,5.1,7.3,11.5,5,26,7,4,61,8088,1.7,mixed,1.431,2.3,53.2,medium,338.5282
28,Male,5.2,1.6,6.5,5,2,8,1,233,7047,3.3,study,0.308,1.3,71.9,high,647.2416
49,Female,8.3,1.9,1.0,5,74,10,3,156,11090,2.1,mixed,0.229,0.2,47.4,medium,298.2089
33,Female,6.9,2.8,10.5,7,74,7,2,297,10891,1.0,study,0.406,1.5,33.4,low,171.8442
49,Male,4.5,,10.0,2,18,10,6,182,8088,3.4,study,1.311,5.0,71.8,high,210.6773
27,Male,8.2,9.9,5.9,6,72,7,5,127,4490,2.6,gaming,1.207,0.983,74.8,high,150.3439
50,Male,6.9,6.3,6.3,3,6,4,4,110,2448,1.0,social,0.913,2.1,48.1,medium,267.9233
18,Female,5.6,4.6,1.7,4,71,7,5,323,6334,1.5,social,0.821,0.425,46.2,medium,525.0713
38,Male,5.9,9.2,10.7,4,88,4,2,150,11089,4.8,study,1.559,2.675,46.0,medium,269.9185
37,Male,4.7,6.7,2.2,4,49,7,1,2,10759,3.2,study,1.426,0.55,62.9,medium,914.888
28,Other,6.0,9.2,9.7,5,35,8,9,53,2995,4.1,study,1.533,1.94,49.1,medium,177.2547
51,Male,8.6,4.0,5.1,4,27,7,4,364,1702,2.0,mixed,0.465,1.275,46.3,medium,933.505
38,Male,4.9,5.0,2.8,5,49,7,5,187,2759,0.2,social,1.02,0.56,36.6,low,85.8175
29,Male,5.1,5.0,8.1,1,50,4,9,313,3163,3.9,study,0.98,8.1,43.4,medium,310.8001
39,Male,7.7,2.7,5.8,5,12,8,6,60,7742,4.8,study,0.351,1.16,45.6,medium,118.1159
52,Male,6.8,4.4,4.0,7,19,5,2,237,2756,0.7,mixed,0.647,0.571,51.1,medium,426.9913
50,Male,4.7,6.1,5.5,6,21,5,2,12,10498,2.0,study,1.298,0.917,61.9,medium,511.0615
48,Female,6.1,2.1,8.0,6,14,5,4,294,10001,3.3,study,0.344,1.333,41.9,medium,757.5288
28,Female,8.4,1.0,11.5,1,54,9,8,185,11668,2.0,mixed,0.119,11.5,32.8,low,363.4934
36,Male,4.9,9.9,8.4,7,47,6,3,225,11467,4.1,study,2.02,1.2,64.6,medium,127.5807
46,Female,5.9,7.4,1.3,5,74,8,7,113,11440,2.0,gaming,1.254,0.26,46.5,medium,722.2046
27,Female,7.7,5.4,0.7,3,50,4,5,311,11783,2.1,social,0.701,0.233,43.7,medium,80.7343
43,Female,7.3,7.4,2.7,1,57,6,4,328,5300,3.6,study,1.014,2.7,48.3,medium,752.5246
29,Male,5.9,7.1,6.8,5,64,5,7,102,7823,5.0,study,1.203,1.36,48.7,medium,290.2248
49,Male,8.8,9.4,6.6,1,25,8,1,181,6409,2.1,gaming,1.068,6.6,59.8,medium,829.5873
36,Male,7.8,3.3,9.2,6,21,5,5,195,1921,4.6,study,0.423,1.533,41.5,medium,383.9488
47,Male,6.6,1.8,1.3,2,33,6,3,43,5728,0.6,mixed,0.273,0.65,48.8,medium,614.4757
35,Female,7.8,7.5,4.2,7,54,5,3,139,3720,3.9,study,0.962,0.6,48.8,medium,274.5571
54,Female,15.0,3.4,5.2,6,46,10,4,47,8577,3.0,study,0.472,0.867,48.8,medium,561.5084
51,Male,7.5,1.1,7.0,3,59,9,9,15,8587,2.2,study,0.147,2.333,36.3,low,823.6701
40,Male,8.2,1.9,5.2,4,45,4,2,32,10053,2.6,mixed,0.232,1.3,45.0,medium,800.2681
43,Male,5.7,5.8,8.5,5,85,5,4,64,5554,0.5,social,1.018,1.7,37.4,low,238.6615
18,Male,6.7,6.0,8.8,3,86,10,6,88,1633,1.8,gaming,0.896,2.933,52.7,medium,761.5947
51,Female,6.0,3.2,4.4,2,34,7,4,322,3896,3.0,study,0.533,2.2,49.4,medium,243.5646
48,Female,4.8,2.0,3.5,7,17,5,7,329,6215,0.5,mixed,0.417,0.5,58.9,medium,561.2869
31,Male,5.8,7.5,6.4,4,16,10,1,328,11100,4.0,mixed,1.293,1.6,65.9,medium,517.3207
54,Female,7.4,6.0,3.8,6,42,10,6,397,7777,3.3,study,0.811,0.633,49.2,medium,475.1771
21,Male,7.1,2.9,11.5,5,13,9,3,303,5715,1.6,mixed,0.408,2.3,44.8,medium,18.9371
19,Female,7.7,6.8,,7,88,8,2,35,10644,1.7,social,0.883,0.143,42.7,medium,597.5758
26,Male,4.6,3.2,8.3,1,53,10,7,364,4422,1.8,mixed,0.696,8.3,46.8,medium,913.8093
34,Male,5.3,7.1,2.3,6,77,7,9,335,11230,0.7,gaming,1.34,0.383,47.1,medium,591.3565
24,Male,5.6,1.7,3.8,5,79,7,8,346,7959,2.8,mixed,0.304,0.76,40.8,medium,530.546
27,Female,5.8,1.4,9.8,4,14,6,9,124,6343,1.5,mixed,0.241,2.45,42.7,medium,490.7995
46,Female,8.6,1.4,4.5,6,54,10,7,89,8409,0.4,social,0.163,0.75,45.2,medium,339.045
50,Female,7.0,9.1,1.0,3,62,7,2,183,7538,3.6,study,1.3,0.333,75.3,high,712.8227
53,Male,8.3,2.2,8.4,7,75,5,7,355,1826,1.6,mixed,0.265,1.2,30.7,low,612.9767
41,Male,8.2,2.3,5.5,6,14,4,2,384,9429,4.1,study,0.28,0.917,50.0,medium,850.2308
41,Male,5.0,4.0,8.6,3,87,9,4,86,4263,1.0,gaming,0.8,2.867,44.8,medium,847.8418
19,Female,6.1,4.5,6.4,4,25,7,5,394,2488,0.0,mixed,0.738,1.6,46.9,medium,87.857
54,Male,4.8,7.9,5.3,5,54,6,4,376,5226,4.0,study,1.646,1.06,59.8,medium,147.7408
30,Female,7.4,5.1,8.3,3,86,9,9,389,9816,3.2,study,0.689,2.767,29.9,low,433.8332
54,Male,8.9,8.3,4.1,7,66,8,6,378,6033,3.8,study,0.933,0.586,46.6,medium,792.1052
29,Male,5.3,9.7,3.2,1,34,9,2,15,8198,0.5,gaming,1.83,3.2,73.7,high,651.3667
51,Female,5.4,7.0,2.3,4,49,5,3,140,11051,3.8,study,1.296,0.575,68.1,medium,205.3141
47,Female,7.2,2.9,8.9,4,5,10,2,215,2541,1.6,mixed,0.403,2.225,51.9,medium,772.9848
42,Male,5.6,9.9,9.4,2,63,10,3,112,8453,2.6,gaming,1.768,4.7,61.6,medium,745.269
43,Female,7.8,,2.6,7,23,10,3,314,10776,3.4,social,1.244,0.371,82.9,high,955.0668
22,Female,5.5,4.2,6.1,3,85,5,4,305,9263,0.4,mixed,0.764,2.033,41.7,medium,201.5479
19,Male,5.9,4.9,,7,49,8,9,114,1680,1.7,social,0.831,0.286,44.1,medium,480.0271
50,Male,7.4,9.1,8.8,4,84,10,3,53,4446,2.6,gaming,1.23,2.2,49.5,medium,509.1892
40,Female,6.4,1.9,9.8,6,45,7,6,367,1588,1.4,mixed,0.297,1.633,36.1,low,802.9091
34,Female,5.5,,6.4,3,0,4,7,26,2212,3.9,study,0.927,2.133,50.9,medium,227.0396
44,Female,,4.6,11.1,5,7,6,3,395,9548,3.6,study,1.022,2.22,56.3,medium,328.2883
40,Female,4.9,7.8,4.9,3,50,8,1,243,10236,4.7,study,1.592,1.633,77.2,high,585.8797
24,Female,8.3,3.3,6.7,1,19,4,3,393,11868,1.4,mixed,0.398,6.7,46.8,medium,897.0374
32,Male,6.1,8.6,4.6,5,74,6,3,224,5314,3.7,study,1.41,0.92,31.2,low,877.808
29,Male,5.1,2.0,4.2,1,20,10,1,377,5563,4.2,study,0.392,4.2,67.5,medium,11.7999
54,Male,14.0,1.0,7.1,6,4,5,8,30,10290,2.1,mixed,0.12,1.183,42.1,medium,959.1343
20,Female,7.7,6.2,2.8,4,64,8,5,394,1857,1.8,social,0.805,0.7,41.9,medium,523.8403
38,Male,7.4,5.7,6.0,4,15,5,1,11,8244,3.1,study,0.77,1.5,75.2,high,669.8903
24,Female,15.0,8.5,3.9,6,46,7,9,11,8248,4.9,study,1.232,0.65,48.1,medium,135.3356
31,Other,7.2,4.6,4.1,3,45,9,8,133,4861,2.0,social,0.639,1.367,43.3,medium,945.7918
