age,gender,screen_time_hours,sleep_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
59,Male,7.2,7.4,8.3,2,115,8,8,20,12916,4.3,study,0.973,4.15,24.2,low,613.9442
43,Female,5.0,,13.6,4,17,4,2,238,1767,4.1,study,0.617,3.4,37.7,low,668.1698
53,Male,7.4,4.5,7.0,1,34,7,5,134,8366,0.5,study,1.644,7.0,76.2,high,538.0083
37,Female,3.0,8.3,14.4,9,72,4,8,264,11546,0.8,mixed,0.361,1.6,18.9,low,312.9631
39,Other,4.7,6.5,7.8,2,61,10,2,375,6516,1.5,mixed,0.723,3.9,42.2,medium,103.991
34,Male,6.4,5.6,,1,29,8,8,131,11120,3.2,mixed,1.143,6.1,44.8,medium,653.8133
28,Female,5.1,6.0,13.1,3,21,5,1,499,11168,4.4,mixed,0.85,4.367,39.4,low,486.3781
49,Female,7.0,8.7,7.1,2,18,10,9,348,7842,4.0,social,0.805,3.55,47.1,medium,595.1513
22,Female,7.9,5.1,14.0,1,45,9,3,23,10401,3.8,social,1.549,14.0,45.7,medium,503.8372
32,Other,5.1,6.6,7.9,7,67,9,6,160,1129,5.8,study,0.773,1.129,32.0,low,28.3595
50,Male,4.8,7.8,14.1,5,65,5,1,43,1633,6.0,study,0.615,2.82,29.2,low,552.0089
52,Male,5.2,7.4,2.6,2,110,7,8,300,3047,4.9,study,0.703,1.3,28.4,low,669.6002
59,Female,3.3,,14.1,1,115,6,8,207,9541,5.1,study,0.465,14.1,10.8,low,287.5223
58,Male,4.7,6.8,13.6,8,102,9,3,293,5618,3.1,mixed,0.691,1.7,5.0,low,700.389
57,Female,3.7,5.4,3.0,8,7,6,6,58,10292,4.3,study,0.685,0.375,70.0,high,169.1915
19,Other,8.2,4.8,14.3,4,112,4,4,87,1945,5.5,gaming,1.708,3.575,34.2,low,187.0181
51,Male,2.3,8.4,6.0,2,102,7,7,144,2116,2.5,gaming,0.274,3.0,26.7,low,841.1495
45,Female,4.5,8.3,11.6,3,5,10,1,207,1140,4.9,study,0.542,3.867,45.9,medium,831.2376
39,Female,2.7,6.3,,4,92,10,4,444,8198,4.9,mixed,0.429,3.25,25.8,low,858.3431
34,Female,6.1,6.9,12.2,6,28,11,5,37,1569,0.5,social,0.884,2.033,8.9,low,654.474
34,Other,5.6,7.7,6.5,8,56,6,7,236,8337,3.6,social,0.727,0.812,35.1,low,945.9856
21,Male,5.0,4.6,2.9,6,90,11,7,364,7767,0.3,mixed,1.087,0.483,52.8,medium,619.0362
47,Male,4.5,8.5,4.5,9,42,9,2,56,2678,2.2,mixed,0.529,0.5,47.0,medium,645.2018
54,Male,5.5,4.5,1.2,1,17,4,1,47,13394,1.3,mixed,1.222,1.2,66.8,medium,166.2287
48,Male,3.6,8.4,12.4,1,35,8,2,475,11080,4.6,study,0.429,12.4,36.5,low,818.3221
32,Female,2.4,8.1,11.8,7,2,11,9,158,3051,2.5,mixed,0.296,1.686,67.3,medium,317.708
55,Female,3.3,6.0,6.5,3,97,10,9,137,14229,5.5,study,0.55,2.167,28.6,low,582.654
32,Male,9.0,6.8,12.5,1,43,9,8,250,5059,5.7,gaming,1.324,12.5,39.5,low,579.3862
45,Female,,7.5,8.0,6,116,6,3,353,13646,1.9,social,0.907,1.333,28.9,low,763.0049
56,Male,7.9,7.6,13.7,2,28,4,7,425,7459,2.0,social,1.039,6.85,37.6,low,94.699
22,Male,8.3,8.0,7.9,4,22,10,2,431,8590,3.0,gaming,1.038,1.975,29.3,low,851.1904
32,Female,7.2,4.8,0.8,7,86,10,1,193,6077,4.1,study,1.5,0.114,60.0,medium,411.8579
22,Female,6.7,4.6,11.5,7,49,5,2,118,7761,0.0,social,1.457,1.643,49.1,medium,599.1659
54,Female,7.9,4.4,6.5,9,7,6,6,370,5191,0.3,social,1.795,0.722,82.5,high,783.5731
42,Male,5.3,7.1,9.0,7,69,9,2,329,5735,0.9,social,0.746,1.286,34.8,low,761.5966
18,Female,9.8,5.1,10.1,6,45,11,1,364,7731,2.0,gaming,1.922,1.683,69.5,medium,564.6323
59,Male,5.5,8.1,13.1,3,49,8,7,124,10412,3.4,social,0.679,4.367,59.2,medium,943.0943
28,Female,3.2,4.4,1.2,5,114,11,2,90,1877,4.5,study,0.727,0.24,72.9,high,170.6522
49,Male,6.0,,12.2,2,17,7,9,172,11264,4.2,study,0.896,6.1,31.4,low,724.5249
36,Male,6.1,5.8,9.0,5,47,7,4,419,12310,0.8,social,1.052,1.8,38.8,low,950.9401
23,Male,2.4,,,2,6,9,7,336,12418,5.9,study,0.6,4.85,53.6,medium,575.743
45,Male,9.6,5.5,14.0,2,91,5,8,307,5928,3.1,gaming,1.745,7.0,34.1,low,278.7356
20,Male,22.0,6.2,8.5,1,37,5,7,125,6942,1.1,social,0.903,8.5,36.0,low,374.1016
55,Male,6.2,8.2,14.4,5,30,11,3,297,7805,5.3,study,0.756,2.88,42.1,medium,910.792
27,Female,5.5,8.3,6.2,1,38,7,8,323,10866,3.7,social,0.663,6.2,38.0,low,749.9062
56,Other,4.5,5.5,14.3,5,75,10,4,351,12507,3.5,mixed,0.818,2.86,31.2,low,277.1586
42,Male,5.3,8.7,11.1,2,71,7,6,295,2002,4.6,study,0.609,5.55,26.4,low,39.2235
57,Male,6.2,6.4,,6,110,11,3,184,10131,1.3,social,0.969,2.283,27.1,low,629.5956
46,Male,9.1,7.2,9.5,6,49,9,1,79,4554,5.1,gaming,1.264,1.583,51.6,medium,410.804
42,Female,6.9,6.6,3.4,9,5,11,6,488,4529,4.3,social,1.045,0.378,76.5,high,513.2057
50,Female,7.6,4.7,5.8,1,106,6,5,377,10595,0.3,study,1.617,5.8,45.4,medium,618.1262
57,Female,9.9,8.5,12.2,4,85,10,4,213,7713,3.3,gaming,1.165,3.05,44.0,medium,48.1377
36,Female,3.3,4.8,14.0,4,108,5,4,69,7777,0.8,mixed,0.688,3.5,26.7,low,317.5119
43,Male,6.2,7.0,7.9,8,63,6,1,158,8391,3.4,social,0.886,0.988,39.6,low,239.7517
35,Female,7.1,5.5,10.6,6,83,7,5,446,2014,3.7,social,1.291,1.767,12.5,low,305.4031
35,Female,4.3,5.6,13.5,3,73,8,1,2,13908,0.4,mixed,0.768,4.5,34.5,low,745.552
57,Female,9.9,,9.8,5,4,10,9,344,9316,2.1,gaming,2.152,1.96,65.8,medium,882.2719
45,Female,8.6,7.7,7.7,9,59,6,3,283,14423,4.5,gaming,1.117,0.856,47.9,medium,887.078
47,Female,2.6,8.8,13.0,1,24,11,9,432,13579,4.4,study,0.295,13.0,37.4,low,909.0205
42,Female,6.8,8.3,10.1,3,20,5,6,308,5649,4.5,study,0.819,3.367,41.4,medium,833.3656
51,Female,7.6,6.9,3.4,4,101,6,6,472,12505,0.6,social,1.101,0.85,38.4,low,263.9492
58,Female,7.5,4.8,,2,38,7,6,456,8636,1.0,social,1.562,1.85,71.9,high,62.8579
36,Female,9.2,8.8,2.7,9,19,11,2,384,8973,3.0,gaming,1.045,0.3,83.9,high,467.9173
37,Female,6.7,7.3,11.3,8,56,4,1,112,1948,4.4,study,0.918,1.412,37.9,low,680.5619
24,Female,,8.5,1.2,1,14,11,6,419,5055,5.7,gaming,0.4,1.2,56.8,medium,729.611
34,Male,2.0,6.2,13.4,9,0,5,8,65,14805,2.7,mixed,0.323,1.489,30.8,low,331.7101
34,Male,3.9,7.2,11.6,4,99,9,8,471,12896,0.1,mixed,0.542,2.9,17.7,low,802.1408
58,Female,2.8,8.5,7.6,9,61,11,3,413,11876,2.7,mixed,0.329,0.844,45.3,medium,700.3397
52,Female,2.4,6.4,12.4,1,80,8,9,82,14979,5.6,study,0.375,12.4,19.1,low,334.3787
23,Male,9.8,5.1,12.6,4,38,6,7,179,12767,0.5,gaming,1.922,3.15,52.0,medium,734.1002
58,Male,8.1,5.2,,5,76,4,2,182,11559,1.8,gaming,1.558,0.78,55.8,medium,552.2866
35,Other,2.6,7.7,12.5,4,107,8,8,205,10209,4.0,mixed,0.338,3.125,14.7,low,178.3602
54,Female,6.1,6.4,4.6,2,118,7,6,203,6710,5.0,study,0.953,2.3,27.2,low,869.8884
56,Male,6.7,,7.3,6,81,4,3,118,4621,1.8,social,0.848,1.217,36.5,low,370.3992
28,Male,5.9,,14.8,5,65,7,3,482,14613,4.9,study,1.372,2.96,39.3,low,67.5587
26,Male,6.7,8.3,6.3,4,56,8,4,326,3661,3.6,social,0.807,1.575,41.8,medium,167.6078
42,Male,9.9,8.1,5.1,1,36,5,7,197,4739,3.6,gaming,1.222,5.1,56.8,medium,903.2648
21,Female,6.0,4.6,10.6,7,7,9,8,414,6870,4.5,study,1.304,1.514,46.2,medium,216.3564
51,Female,5.5,5.2,,1,93,4,5,61,8408,4.0,social,1.058,13.3,26.3,low,366.9179
48,Female,5.1,6.5,13.8,5,14,5,5,282,11218,5.1,study,0.785,2.76,33.8,low,736.98
42,Female,6.6,4.6,14.4,6,105,9,6,201,8055,0.9,social,1.435,2.4,28.3,low,520.5811
23,Female,,6.5,,6,20,11,2,118,11920,0.1,social,0.846,1.467,69.5,medium,34.2284
18,Other,8.3,8.0,,1,20,11,2,79,6779,1.7,gaming,1.038,4.6,68.4,medium,561.4157
18,Male,,5.3,8.3,2,32,11,4,254,12931,0.6,social,1.434,4.15,60.8,medium,582.1799
19,Male,4.7,,8.5,4,22,4,8,231,3873,5.4,study,1.044,2.125,49.8,medium,683.414
28,Female,6.5,7.1,7.6,5,102,10,9,159,11985,4.9,study,0.915,1.52,27.9,low,23.903
57,Female,9.9,4.7,6.9,9,89,4,1,85,13655,0.1,gaming,2.106,0.767,61.1,medium,5.4163
46,Male,7.5,8.1,7.2,3,78,4,5,226,12175,3.3,social,0.926,2.4,38.1,low,187.8457
23,Male,2.5,8.6,4.8,9,6,10,2,402,3562,2.7,mixed,0.291,0.533,54.9,medium,234.9224
49,Female,9.7,5.8,2.5,1,119,9,3,68,5407,0.3,gaming,1.672,2.5,49.0,medium,580.7906
57,Female,2.2,8.8,1.8,3,93,10,2,393,4617,4.1,study,0.25,0.6,43.0,medium,41.1219
18,Male,7.7,8.3,6.5,6,33,4,8,261,14509,1.1,social,0.928,1.083,45.3,medium,756.9166
34,Male,3.1,,10.0,4,14,4,6,267,4408,3.1,gaming,0.5,2.5,38.3,low,416.416
33,Female,9.8,6.3,3.6,9,7,6,3,314,1941,3.6,gaming,1.556,0.4,66.7,medium,788.4818
44,Female,6.7,7.9,14.4,8,63,11,7,409,4486,2.4,social,0.848,1.8,32.7,low,166.6764
31,Male,3.3,5.5,1.7,9,94,11,3,403,9958,2.0,mixed,0.6,0.189,49.6,medium,305.2719
30,Female,,8.0,5.2,9,106,10,8,329,6702,0.3,mixed,0.4,0.578,29.9,low,307.975
47,Female,9.4,5.5,10.2,9,44,7,7,151,12566,4.4,gaming,1.709,1.133,20.0,low,968.4004
34,Male,2.1,4.6,4.2,2,15,9,9,11,9331,4.4,mixed,0.457,2.1,74.4,high,120.4586
42,Male,6.6,5.4,7.2,7,119,6,1,395,11781,2.0,social,1.222,1.029,35.9,low,664.535
27,Male,5.4,7.7,11.2,3,119,7,8,109,7761,0.1,social,0.701,3.733,14.3,low,169.161
39,Female,8.8,8.1,13.1,9,46,6,7,182,11802,1.2,gaming,1.086,1.456,38.5,low,843.3558
21,Female,5.8,5.0,6.9,5,114,5,6,86,5374,1.8,social,1.16,1.38,32.1,low,799.3495
52,Male,4.7,6.0,6.4,7,21,6,3,186,10974,3.8,mixed,0.783,0.914,47.1,medium,319.1407
23,Male,7.4,5.1,2.7,4,80,11,1,192,8147,0.9,social,1.451,0.675,63.6,medium,846.6285
55,Male,,6.0,8.0,6,102,9,6,339,9115,5.7,social,0.6,1.333,24.9,low,536.0713
47,Male,7.0,7.6,7.0,2,45,4,9,36,10409,2.2,social,0.921,3.5,38.2,low,805.9779
51,Female,9.7,7.3,8.8,9,45,4,2,260,1137,5.4,gaming,1.329,0.978,54.7,medium,165.5955
30,Female,2.6,8.5,2.5,8,22,4,9,131,5345,5.9,study,0.306,0.312,44.8,medium,47.1897
42,Male,4.7,6.1,8.8,3,30,4,4,407,4009,5.0,study,0.77,2.933,40.5,medium,122.4058
44,Female,2.2,4.8,12.8,5,99,8,6,447,8763,1.8,social,0.458,2.56,27.9,low,308.4558
25,Male,4.5,6.8,9.8,1,57,11,7,139,10616,0.0,mixed,0.662,9.8,38.0,low,432.1232
22,Female,9.5,6.2,4.3,5,86,10,5,398,2615,2.3,gaming,1.532,0.86,72.1,high,473.3213
25,Male,7.3,8.0,0.5,7,117,7,2,482,14103,5.2,gaming,0.912,0.071,39.4,low,839.3157
38,Other,8.9,4.1,1.6,4,86,4,6,462,11433,1.7,gaming,2.171,0.4,73.9,high,532.0205
52,Female,8.2,4.1,6.0,8,109,5,8,103,5306,0.2,gaming,2.0,0.75,69.6,medium,860.6183
45,Male,8.5,4.7,6.9,2,3,6,7,237,11072,3.3,gaming,1.809,3.45,75.0,high,461.1561
37,Female,7.7,5.4,6.0,5,74,8,2,68,12986,4.5,study,1.426,1.2,49.9,medium,252.3445
24,Male,8.0,5.2,14.1,9,36,8,1,240,5604,0.6,social,1.538,1.567,49.4,medium,985.5514
22,Female,5.1,8.4,2.9,8,28,8,9,198,12924,2.4,social,0.607,0.362,43.6,medium,833.7292
32,Male,4.2,7.3,13.6,4,60,7,5,127,12265,0.9,mixed,0.575,3.4,26.1,low,592.4365
32,Female,4.6,7.9,6.2,3,78,5,7,261,14663,3.6,mixed,0.582,2.067,31.2,low,134.8221
20,Male,7.2,8.5,11.0,3,33,4,6,356,3605,2.6,social,0.847,3.667,39.0,low,339.4998
56,Female,6.8,6.3,10.4,4,6,11,7,157,2778,1.1,social,1.079,2.6,47.7,medium,906.0848
45,Female,6.1,,14.5,3,31,8,2,327,2925,3.6,social,1.271,4.833,44.1,medium,563.6711
35,Female,2.4,9.0,7.8,1,73,9,2,493,13094,5.1,study,0.267,7.8,35.8,low,25.6704
45,Male,9.5,8.4,9.3,9,63,9,1,437,9299,5.7,gaming,1.131,1.033,50.7,medium,584.6184
40,Male,9.0,8.0,2.5,9,25,8,6,16,2751,2.3,gaming,1.125,0.278,73.1,high,267.3552
53,Male,6.8,6.4,12.1,3,88,5,1,303,9191,5.1,social,1.062,4.033,30.8,low,815.2929
30,Female,5.6,4.6,10.2,6,29,6,9,77,12116,3.5,social,1.217,1.7,57.6,medium,243.1016
40,Male,2.9,4.6,6.6,7,89,4,3,330,2181,0.9,mixed,0.63,0.943,44.4,medium,20.1447
56,Female,3.2,8.3,9.1,7,1,11,8,333,4433,4.3,study,0.386,1.3,45.2,medium,103.195
50,Female,5.7,7.2,12.3,5,7,5,9,169,9921,3.9,social,0.792,2.46,31.2,low,249.0906
29,Male,7.6,8.2,3.3,5,98,5,8,150,2982,4.0,social,0.927,0.66,36.7,low,23.8864
34,Male,4.7,5.0,14.3,5,73,4,9,326,7098,0.9,mixed,0.94,2.86,25.6,low,641.3008
32,Male,6.1,6.7,8.0,6,91,11,2,329,11346,5.9,study,0.91,1.333,40.3,medium,864.9444
46,Female,5.7,7.7,13.6,1,115,6,8,115,14498,2.0,social,0.74,13.6,11.5,low,194.1271
28,Male,9.5,8.4,4.4,7,110,4,1,243,8936,3.5,gaming,1.131,0.629,48.7,medium,555.0632
42,Male,2.9,8.6,10.9,9,9,9,8,392,13091,3.2,mixed,0.337,1.211,34.5,low,470.69
50,Male,4.3,8.7,8.8,9,43,9,6,415,13134,2.9,mixed,0.494,0.978,35.5,low,164.4643
42,Male,4.8,6.4,9.8,1,86,9,1,385,14051,1.2,mixed,0.75,9.8,31.4,low,870.5254
21,Male,7.7,6.5,11.1,7,81,5,2,111,5886,2.4,social,1.185,1.586,36.0,low,162.6543
43,Male,5.2,7.2,12.9,4,33,5,1,291,10797,1.2,social,0.722,3.225,37.3,low,528.2612
25,Other,5.3,6.3,8.3,5,100,4,9,17,12897,3.8,social,0.841,1.66,21.2,low,190.4652
24,Female,4.7,16.0,8.3,6,0,11,7,66,10201,1.6,mixed,1.044,1.383,59.6,medium,940.3567
29,Male,7.6,8.3,9.6,7,48,9,9,350,8583,4.1,study,0.916,1.371,36.1,low,490.6642
42,Male,6.5,,1.5,1,26,11,5,337,13409,5.6,study,0.739,1.5,75.1,high,850.4052
47,Female,9.3,4.9,70.0,9,74,11,9,493,9806,4.6,gaming,1.898,0.833,57.7,medium,474.2462
25,Female,5.1,6.7,1.5,9,109,9,2,219,6593,0.1,mixed,0.761,0.167,68.3,medium,767.1587
23,Male,5.0,6.9,12.2,6,92,9,7,411,5458,0.3,mixed,0.725,2.033,19.4,low,865.9456
46,Female,8.0,6.0,1.1,5,96,6,8,156,2713,1.0,social,1.333,0.22,22.7,low,515.1096
44,Female,3.5,5.2,7.7,3,87,7,7,318,1469,1.5,mixed,0.673,2.567,33.6,low,556.6936
37,Male,9.3,8.0,10.5,5,101,6,9,494,1869,0.8,gaming,1.162,2.1,30.9,low,198.0087
35,Male,9.1,7.2,0.6,1,52,4,7,117,14270,0.5,study,1.264,0.6,65.1,medium,268.0337
23,Female,,4.3,7.1,6,46,6,2,145,8135,2.8,gaming,2.302,1.183,71.4,high,688.6497
40,Female,5.5,5.2,12.4,1,52,7,6,255,2573,4.7,study,1.058,12.4,34.7,low,811.4911
47,Female,8.1,6.7,0.9,8,0,11,2,308,3349,2.4,gaming,1.209,0.112,70.0,high,299.6945
54,Female,7.8,7.2,13.3,5,112,4,6,194,7435,0.8,social,1.083,2.66,22.1,low,677.6634
50,Male,5.2,7.8,7.1,4,57,6,3,399,9448,1.0,study,0.667,1.775,38.9,low,966.4145
30,Female,5.3,,4.0,4,72,8,4,208,9414,5.7,study,0.596,1.0,39.3,low,714.0532
25,Male,6.3,7.7,10.8,6,76,8,6,422,2803,4.8,study,0.818,1.8,27.1,low,962.5249
35,Female,2.8,4.5,9.9,4,113,8,5,66,5558,3.2,mixed,0.622,2.475,33.0,low,158.1048
53,Male,4.0,7.5,13.8,4,78,10,1,408,8077,5.7,study,0.533,3.45,31.0,low,381.8273
18,Male,6.4,,,2,7,8,9,258,12290,1.1,mixed,1.362,5.75,44.5,medium,642.7539
45,Male,3.1,5.3,3.0,8,68,10,2,271,3122,0.7,mixed,0.585,0.375,53.6,medium,86.708
53,Male,7.4,1.0,5.6,2,20,11,6,183,9421,3.1,social,1.042,2.8,61.3,medium,395.9324
50,Male,2.3,6.0,35.0,1,75,8,2,190,3692,3.1,mixed,0.383,13.3,27.1,low,998.164
40,Male,6.4,4.0,3.9,8,76,6,8,216,6958,0.1,social,1.6,0.488,65.0,medium,665.7896
35,Male,7.9,5.3,11.4,3,56,11,1,245,3434,5.1,study,1.491,3.8,56.2,medium,161.0286
22,Male,9.1,6.1,11.1,5,2,7,5,460,4770,2.7,gaming,1.492,2.22,50.2,medium,662.8214
50,Female,8.4,7.5,6.5,9,78,8,3,45,13616,3.0,gaming,1.12,0.722,45.1,medium,857.411
42,Female,2.4,4.3,3.1,4,13,4,6,438,11749,1.9,mixed,0.558,0.775,82.2,high,135.4825
55,Female,9.3,6.5,0.6,1,12,9,2,22,7277,5.9,gaming,1.431,0.6,43.5,medium,776.6035
20,Male,2.2,4.6,11.4,8,57,10,5,117,12725,1.9,mixed,0.478,1.425,45.2,medium,771.0461
37,Female,4.4,8.1,2.3,2,102,4,3,297,7669,1.2,mixed,0.543,1.15,36.0,low,186.9513
21,Male,6.9,5.4,6.8,5,61,5,4,57,8288,4.7,study,1.278,1.36,45.7,medium,862.301
28,Other,8.8,8.2,4.7,1,61,10,3,361,5920,1.5,gaming,1.073,4.7,60.5,medium,459.1213
48,Female,6.9,8.3,12.0,2,27,4,6,474,2855,1.6,social,0.831,6.0,37.5,low,306.0347
30,Male,9.3,6.8,3.5,4,116,10,7,88,1990,5.2,gaming,1.368,0.875,54.6,medium,798.3032
37,Male,7.0,6.3,8.2,3,84,7,3,42,1003,1.9,social,1.111,2.733,35.8,low,528.9046
30,Female,7.7,4.6,10.6,6,82,4,5,391,11555,3.7,social,1.674,1.767,49.2,medium,516.7704
28,Other,6.4,0.5,5.0,4,95,4,6,248,2345,3.6,social,0.985,1.25,32.4,low,92.8527
31,Male,9.5,8.3,3.1,5,50,7,7,408,3702,3.8,gaming,1.145,0.62,55.5,medium,730.9164
31,Male,8.1,5.2,10.9,2,113,11,6,63,2041,5.6,gaming,1.558,5.45,39.3,low,738.7777
19,Male,,7.7,7.2,8,66,8,8,384,1429,3.1,mixed,0.312,0.9,30.9,low,673.13
31,Male,4.3,6.6,5.2,7,67,9,9,15,4005,0.7,mixed,0.652,0.743,32.5,low,639.7485
30,Male,5.4,5.0,8.9,4,61,9,6,237,14781,1.7,social,1.08,2.225,39.7,low,965.9791
28,Male,8.4,6.2,1.9,4,93,8,7,378,8909,4.5,gaming,1.355,0.475,42.6,medium,189.429
20,Female,9.3,5.6,3.2,4,93,10,8,109,2440,0.9,gaming,1.661,0.8,51.9,medium,695.0553
50,Female,7.3,6.0,7.7,4,16,8,3,463,2597,0.9,social,1.217,1.925,50.6,medium,17.9563
49,Male,5.5,7.6,0.9,4,70,7,1,411,13437,2.3,social,0.724,0.225,44.8,medium,260.6343
32,Female,9.7,0.5,12.7,1,99,7,6,28,5138,4.9,gaming,1.141,12.7,33.2,low,388.7201
36,Male,4.7,8.1,14.8,7,103,5,2,472,7711,1.3,mixed,0.58,2.114,19.3,low,807.3505
28,Male,8.9,8.6,8.2,4,61,9,3,27,11697,4.7,gaming,1.035,2.05,49.2,medium,727.2931
55,Male,3.4,8.3,3.6,4,117,11,3,151,12911,1.6,mixed,0.41,0.9,40.1,medium,10.3702
48,Male,4.4,6.5,9.1,7,64,8,6,331,3809,1.1,mixed,0.677,1.3,30.9,low,37.1022
49,Male,5.0,4.2,13.9,3,69,10,1,455,8168,5.7,study,1.19,4.633,47.1,medium,122.6785
35,Male,6.5,7.3,10.5,1,30,6,7,104,1326,4.2,study,0.89,10.5,36.4,low,12.7885
56,Female,2.2,5.9,1.9,4,80,5,3,118,14077,4.0,mixed,0.373,0.475,41.2,medium,322.5306
20,Male,3.5,5.6,5.0,8,72,11,1,31,8500,0.6,mixed,0.625,0.625,68.5,medium,635.0672
22,Male,8.5,,9.4,6,43,4,3,88,8843,4.1,gaming,1.545,1.567,52.2,medium,110.4507
43,Male,3.3,7.4,14.0,9,70,5,4,65,6717,4.8,mixed,0.446,1.556,24.7,low,685.7192
37,Female,7.0,8.5,7.4,8,56,6,8,276,5435,5.7,mixed,0.824,0.925,36.6,low,19.5141
59,Male,7.4,4.0,35.0,9,2,11,8,457,1357,1.9,social,1.85,0.967,67.5,medium,462.5461
32,Female,2.5,6.3,6.2,3,77,5,5,363,4205,2.9,mixed,0.397,2.067,39.8,low,202.9123
43,Male,9.0,5.9,1.9,2,66,6,8,34,12851,2.2,gaming,1.525,0.95,50.0,medium,165.3274
53,Female,3.4,4.3,12.3,1,118,11,2,246,5898,1.6,study,0.791,12.3,41.6,medium,168.8693
28,Male,4.8,5.5,4.4,7,22,4,1,322,10940,1.7,mixed,0.873,0.629,74.8,high,98.3985
52,Other,5.2,5.3,14.5,6,47,8,7,172,6441,5.7,study,0.981,2.417,30.6,low,427.4072
28,Female,5.4,,4.4,2,113,6,1,213,2177,5.1,social,0.844,2.2,65.5,medium,870.8973
52,Female,9.5,8.3,4.8,9,94,6,9,152,9638,2.2,study,1.145,0.533,41.7,medium,168.1453
46,Female,9.5,7.2,10.6,3,24,8,1,54,3074,0.8,gaming,1.319,3.533,56.6,medium,904.8702
29,Female,7.6,5.3,4.1,8,118,4,7,88,13952,1.5,gaming,1.434,0.512,38.4,low,665.7833
22,Female,4.6,6.0,0.9,6,67,6,4,62,3534,0.3,mixed,0.767,0.15,41.8,medium,25.8315
38,Female,5.8,8.7,,8,78,10,5,11,3025,5.6,study,0.667,0.525,40.6,medium,548.4221
57,Male,,4.0,8.9,2,115,10,7,218,13186,1.1,gaming,2.2,4.45,51.0,medium,72.2661
59,Female,7.9,7.1,7.1,1,14,10,7,464,13731,4.9,study,1.113,7.1,66.8,medium,371.0946
38,Male,2.1,5.8,1.8,2,46,4,9,106,5669,3.8,mixed,0.362,0.9,41.6,medium,672.9397
53,Female,6.3,4.7,14.1,6,63,11,2,213,14030,1.0,social,1.34,2.35,47.9,medium,11.3058
40,Male,4.1,4.2,1.8,9,96,4,2,345,13002,0.6,mixed,0.976,0.2,63.9,medium,885.0895
21,Female,2.7,6.3,7.3,1,21,10,6,280,6365,1.9,mixed,0.429,7.3,46.1,medium,495.2917
41,Female,2.9,4.2,2.0,1,29,7,4,439,8816,5.1,study,0.69,2.0,79.7,high,433.0173
58,Female,8.4,6.8,4.9,5,42,7,4,249,6587,2.0,gaming,1.235,0.98,53.6,medium,650.8354
25,Male,6.0,5.7,70.0,5,71,4,4,65,13839,5.9,study,1.053,2.24,31.1,low,858.8916
19,Male,3.1,5.6,4.0,6,8,5,9,453,10857,0.8,mixed,0.554,0.667,46.9,medium,805.0892
29,Male,6.8,,11.1,9,102,6,6,146,10913,3.4,social,1.7,1.233,39.4,low,309.9429
49,Female,8.7,5.3,8.3,8,98,9,5,378,7748,3.0,social,1.642,1.038,42.9,medium,545.8638
57,Other,3.5,6.3,14.9,9,52,4,5,472,6718,3.3,study,0.556,1.656,25.8,low,685.487
46,Female,2.9,8.8,10.6,4,8,8,8,174,11958,0.9,mixed,0.33,2.65,35.0,low,101.132
25,Male,2.2,8.4,9.0,4,17,5,5,75,6447,0.5,mixed,0.262,2.25,56.4,medium,736.7671
47,Female,5.5,8.0,13.0,8,59,11,9,372,3667,3.4,social,0.688,1.625,30.4,low,991.3072
24,Female,4.5,7.8,8.4,7,103,11,2,472,8906,0.7,mixed,0.577,1.2,36.9,low,601.8784
58,Female,5.1,5.7,6.8,9,59,6,1,173,4147,4.4,study,0.895,0.756,43.7,medium,732.8526
51,Female,9.3,,9.0,3,107,7,8,257,2429,0.1,gaming,1.788,3.0,39.6,low,481.8437
30,Male,6.4,4.4,,9,96,8,2,36,9199,3.4,social,1.455,0.178,69.8,medium,286.7893
22,Female,4.1,4.2,8.7,7,82,6,6,94,9029,1.0,mixed,0.976,1.243,55.3,medium,877.0047
23,Male,7.7,8.0,5.8,9,103,7,8,284,8905,0.3,social,0.962,0.644,32.4,low,60.7813
45,Male,7.8,4.1,13.5,5,26,10,1,296,14383,5.3,study,1.902,2.7,82.7,high,967.0722
55,Female,4.8,5.8,2.9,9,117,6,4,465,5621,3.4,mixed,0.828,0.322,33.4,low,146.0264
47,Other,4.6,8.5,12.1,8,43,7,3,232,3634,2.6,mixed,0.541,1.512,34.1,low,185.419
27,Female,3.4,8.5,0.8,8,102,5,6,30,14910,1.9,mixed,0.4,0.1,32.4,low,341.6441
58,Female,6.4,6.0,10.6,1,70,9,1,173,4837,5.2,study,1.067,10.6,35.0,low,529.0452
43,Male,3.8,6.1,0.6,5,86,9,7,150,7495,2.7,mixed,0.623,0.12,34.4,low,471.0739
51,Female,2.9,4.6,1.7,2,94,6,6,48,3598,3.4,mixed,0.63,0.85,45.2,medium,354.0606
51,Female,6.0,4.1,9.5,2,2,10,6,93,8224,6.0,study,1.463,4.75,58.2,medium,704.2171
54,Female,5.0,4.7,13.6,1,25,10,3,482,6311,3.7,mixed,1.064,13.6,61.5,medium,988.125
40,Male,4.9,6.6,11.5,4,82,6,1,387,6324,3.5,mixed,0.742,2.875,29.7,low,936.7654
50,Other,9.6,5.5,1.3,7,32,10,2,431,2611,1.8,gaming,1.745,0.186,73.6,high,371.5301
